applicable,male,female,nonBinary,desc,group,name,time
,,,,"<p>This month's topic and conversation starter: </p> <p><b>Local SEO<br/></b></p> <p>With the rapid increase of smart phone usage, online marketing for local businesses is becoming increasingly important. Come join us for a discussion about Local SEO led by Nando Cabán-Méndez, an expert in the area, and bring your ideas and questions. </p> <p><b>Nando Cabán-Méndez</b></p> <p><br/><img src=""http://photos1.meetupstatic.com/photos/event/5/7/c/a/600_448402474.jpeg"" /></p> <p>Nando Cabán-Méndez (a.k.a. @NandoJourneyman) is an experienced business and online marketing consultant. As a multi-disciplinary designer he has over two decades of design experience including print, web design, industrial design, environmental graphics, product and sportswear design, online user experience and interfaces, and business workflow design.</p> <p>His entrepreneurship experience includes startups in manufacturing, online retail, and B2B services. His online marketing experience includes co-founding and building a successful fully integrated digital marketing agency. With his newest company, Ally Digital, he now specializes in helping small business with practical strategies and online marketing systems they need to successfully reach customers in the digital space.</p> <p>He is also a business blogger at NandoJourneyman.com</p> <p>In his spare time, you can typically find him riding a bicycle, preferably in one of Austin's many mountain biking trails, but also to the occasional Sunday brunch.</p> <p><b>Coffee and SEO</b></p> <p>The purpose of the Coffee and SEO meetups are simple. Folks with SEO knowledge are welcome to come and demonstrate expertise and folks seeking answers can come and ask questions. We have coffee and talk about SEO. Although I may post a topic as a conversation starter, the format is really open and the discussion can be guided by all who join.</p> <p><b>Sponsored by Texas Freelance Association</b></p> <p><i>You’re Not Alone Anymore.</i></p> <p><a href=""https://texasfreelance.org/"">Join</a> an Active Community of Freelancers …</p> <p>The Size of Texas!</p> <p><img src=""http://photos3.meetupstatic.com/photos/event/4/6/4/f/600_438977999.jpeg"" /></p> <p>Hosted by Orange Coworking</p> <p>a place to connect, to dream big, and to <a href=""http://www.orangecoworking.com/en"">git 'er done</a></p> <p><img src=""http://photos1.meetupstatic.com/photos/event/4/6/6/5/600_438978021.jpeg"" /></p> <p>


<a href=""http://coffeeandseo.com/"">coffeeandseo.com</a>  |  <a href=""https://www.facebook.com/coffeeandseo/"">Facebook</a></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/4/9/b/3/600_448458867.jpeg"" /></p>",Austin SEO,Local SEO - Coffee and SEO South,1460642400000
,,,,"<p><img src=""http://photos3.meetupstatic.com/photos/event/6/5/a/3/600_448406019.jpeg"" /></p> <p>It's been quite a while since we continued the SEO School series, but we're excited to get it going again this year. Picking up where we left off in the series, after having a plan and conducting a competitive analysis, the next thing we want to look at is design and UX for SEO.</p> <p><b>Design and UX for SEO</b></p> <p>We all know that optimizing your website for SEO is important, but sacrificing user experience for SEO gains is the wrong way to go. When done correctly design and UX should work in tandem and benefit the SEO. To learn more about this  topic join us for this meeting and listen to one of Austin's specialist on this matter. Don't forget to bring your ideas and questions! </p> <p><b> Samantha Fagan</b></p> <p><img src=""http://photos3.meetupstatic.com/photos/event/6/0/1/0/600_448404592.jpeg"" /></p> <p>Samantha is a storyteller who is passionate about design. For the past eight years, she has helped craft the stories of people and brands in print and on the web. She is the full package: a web designer with a print background who can hand-code HTML/CSS and WordPress, develop a cohesive online marketing strategy, and manage clients.</p> <p><b>Location Information:</b></p> <p><i>The Egg and I has offered a great space to hold our meetup. Please help me thank them by ordering off the menu.</i></p> <p><b>The SEO School</b> is an incredible series geared towards providing a foundation of SEO skills. This course is designed for those learning SEO, freelancers, small business owners and others looking to enhance their business through SEO. There will be many guest speakers, a questions and answers portion, and additional time for one-on-one interactions. </p> <p><b>Schedule &amp; Links to Past Classes:</b></p> <p><a href=""http://seoblog.scotttrue.com/class-started-austin-seo-meetup/"">SEO 101: An introduction &amp; What non-SEO’s need to know - April 14, 2015 and April 20th</a> </p> <p><a href=""http://seoblog.scotttrue.com/seo-audit-meetup-austin-seo/"">The SEO audit - May 13, 2015</a></p> <p><a href=""http://seoblog.scotttrue.com/austin-seo-meetup-discussion-analyzing-backlinks/"">Analyze your backlinks - June 10, 2015</a></p> <p>SEO: How to build a plan, Execute, and Finish - July 8, 2015</p> <p><a href=""http://www.slideshare.net/kirshanmurphy/seo-competitive-analysis-talk"">SEO competitive analysis - August 12, 2015</a></p> <p><b>Design and create a UX for SEO - April 22, 201</b></p> <p>•  SEO keyword research and site architecture - April 29, 2016</p> <p>•  SEO your website - TBD</p> <p>•  Content Strategy for SEO - TBD</p> <p>•  Conversion Optimization - TBD</p> <p>•  Outreach for SEO links - TBD</p> <p>•  Leverage Social Media for SEO - TBD</p> <p>•  Making sense of SEO metrics - TBD </p> <p><br/><a href=""http://coffeeandseo.com/"">coffeeandseo.com</a> |  <a href=""https://www.facebook.com/coffeeandseo/"">Facebook</a></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/4/9/b/3/600_448458867.jpeg"" /></p>",Austin SEO,Design and UX for SEO - SEO School,1461333600000
,,,,"<p>This month's topic and conversation starter: </p> <p><b>Meet and Greet</b></p> <p>We had a bit of a break this summer. We're now starting the meetings back up and we thought it would be good to kick things off with a little Meet and Greet. We'll have a few questions we ask everyone as a way to get introduced. Aside from that, it's going to be a pretty open format. </p> <p><b>Coffee and SEO</b></p> <p>The purpose of the Coffee and SEO meetups are simple. Folks with SEO knowledge are welcome to come and demonstrate expertise and folks seeking answers can come and ask questions. We have coffee and talk about SEO. Although I may post a topic as a conversation starter, the format is really open and the discussion can be guided by all who join.</p> <p><b>Hosted by The Egg and I</b></p> <p><i>The Egg and I has offered a great space to hold our meetup. Please help me thank them by ordering off the menu.</i> </p>",Austin SEO,Coffee and SEO - Meet and Greet,1474466400000
,,,,"<p><i>This month's topic and conversation starter: </i></p> <p><b>Backlinks</b>: What are they and how do Search Engines use them in their algorithms? </p> <p><b>Aaron Orr</b></p> <p>This month's discussion to be led and moderated by <a href=""https://www.linkedin.com/in/caaronorr"">Aaron Orr</a>, SEO Director, Apogee Results</p> <p><b>Coffee and SEO</b></p> <p>The purpose of the Coffee and SEO meetups are simple. Folks with SEO knowledge are welcome to come and demonstrate expertise and folks seeking answers can come and ask questions. We have coffee and talk about SEO. Although I may post a topic as a conversation starter, the format is really open and the discussion can be guided by all who join.</p> <p>


<b>Hosted by Orange Coworking</b></p> <p>a place to connect, to dream big, and to <a href=""http://www.orangecoworking.com/en"">git 'er done</a></p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/4/6/6/5/600_438978021.jpeg"" /></p> <p><a href=""http://coffeeandseo.com/"">coffeeandseo.com</a> |  <a href=""https://www.facebook.com/coffeeandseo/"">Facebook</a></p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/4/9/b/3/600_448458867.jpeg"" /></p>",Austin SEO,Penguin is now real time. Now what? - with Aaron Orr,1476885600000
,,,,"<p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/8/7/8/5/600_455434693.jpeg"" /></p> <p><i>This month's theme: </i></p> <p><br/><b>Technical SEO Workshop</b></p> <p>Yep, that's right. We're doing something a little different. Instead of a discussion, we're inviting you all to bring your computer and technical SEO issues. You'll be able to meet with one of our Guest SEO Consultants.</p> <p><b>Guest SEO Consultants</b></p> <p>Dan Bagby, SEO Analyst at Whole Foods Market - <a href=""https://www.linkedin.com/in/danbagby"">in</a></p> <p>Tommy Landry, President and Founder at Return on Now - <a href=""https://www.linkedin.com/in/tommylandry"">in</a></p> <p>Kevin Jones, Senior SEO Analyst at Apogee Results - &lt;a&gt;in&lt;/a&gt; </p> <p>Jeff Smith, President of YEM SEO, LLC - <a href=""https://www.linkedin.com/in/jeffreyfsmith"">in</a></p> <p><b>Coffee and SEO</b></p> <p>The purpose of the Coffee and SEO meetups are simple. Folks with SEO knowledge are welcome to come and demonstrate expertise and folks seeking answers can come and ask questions. We have coffee and talk about SEO. Although I may post a topic as a conversation starter, the format is really open and the discussion can be guided by all who join.</p> <p><b>Hosted by Orange Coworking</b></p> <p>a place to connect, to dream big, and to <a href=""http://www.orangecoworking.com/en"">git 'er done</a></p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/4/6/6/5/600_438978021.jpeg"" /></p> <p><a href=""http://coffeeandseo.com/"">coffeeandseo.com</a> |  <a href=""https://www.facebook.com/coffeeandseo/"">Facebook</a></p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/4/9/b/3/600_448458867.jpeg"" /></p>",Austin SEO,Technical SEO Workshop - Bring your computer and questions | Coffee and SEO,1479308400000
,,,,"<p>Note: Please rsvp here so we know many members from our meetup will be attending, and register on eventbrite at: <a href=""http://bit.ly/1NYA03Y"" class=""linkified"">http://bit.ly/1NYA03Y</a></p> <p>Last hackathon like this our members participated in won over $2000!</p> <p>Kick off the year with a weekend coding project from Lowe’s. Compete for a chance to win up to --&gt; $15,000 in team prizes ($22,000 in prizes total)!</p> <p>And help develop the future of home improvement. Showcase your work to Lowe’s IT Team and learn about cutting-edge IT projects for the omni-channel retailer. Open to TX residents over the age of 18 only.</p>",Web Programming For Beginners,-> JOIN US FOR $22K TEAM HACKATHON FOR BEGINNERS! - Lowe's Digital Challenge2016,1453507200000
,,,,"<p>First chance to get together after Xmas &amp; New Years for good times and networking in 70 DEGREE weather in WINTER?! (According to Weather channel for Jan 2016) 0_o<br/>(welcome to Austin)</p> <p>Open to all levels, even if your just curious about how to unlock front or back end code, or just to hang out while we talk about code with hackers who tear it up &amp; reconstruct it daily and plot 2016 awesome stuff. ;)</p> <p>We are expecting a packed attendance so please rsvp if your coming! Limited seating!</p> <p>Back by popular demand, we will also be covering how to HACK ANY LOCK IN AMERICA! shorta... *_*</p> <p>See you there. And we will have $10 lock picking kits for sale y'all, while supplies last! We sold out last time so come early! :-D</p> <p>(You are responsible for your own delicious burrito order when we decide to go out to eat out at our secret hangout. )</p> <p><br/>Or just come to enjoy learning a awesome trade skill that one day may save your life or amaze your friends while making friends with programmers and developers with years of experience over beer specials. ;)</p>",Web Programming For Beginners,->2016 GET TOGETHER - How to Pick Locks & Influence Code Dev JEDI MASTERMIND!!<-,1453597200000
,,,,"<p>Lets discuss upcoming hackathons, classes, new resources for beginners this year, and upcoming SXSW plans!</p> <p><br/>Sure to be good times and networking in 60 DEGREE weather...in WINTER?! (According to Weather channel for this weekend) 0_o<br/>(welcome to Austin)</p> <p>Open to all levels, even if your just curious about how to unlock front or back end code, or just to hang out while we talk about code with hackers who tear it up &amp; reconstruct it daily and plot 2016 awesome stuff. ;)</p> <p>We are expecting a packed attendance so please rsvp if your coming! Limited seating!</p> <p>Back by popular demand, we will also be covering how to HACK ANY LOCK IN AMERICA! shorta... *_*</p> <p>See you there. And we will have $10 lock picking kits for sale y'all, while supplies last! We sold out last time so come early! :-D</p> <p>(You are responsible for your own delicious burrito order when we decide to go out to eat out at our secret hangout. )</p> <p><br/>Or just come to enjoy learning a awesome trade skill that one day may save your life or amaze your friends while making friends with programmers and developers with years of experience over beer specials. ;)</p>",Web Programming For Beginners,->2016 GET TOGETHER - How to Pick Locks & Influence Code Dev JEDI MASTERMIND!!<-,1454806800000
,,,,"<p>Practice for SXSW Hackathon y'all!</p> <p><b>What do I need to bring? </b><br/>Please bring a laptop and a great attitude! </p> <p><b>I'm not a developer, can I still come? </b><br/>Of course! This is a great opportunity to learn to code in a fun environment and meet new people!</p> <p><b>Do I need to bring my own team?</b></p> <p>Nope! We'll be assigning everyone to a team!</p> <p><b><a href=""http://www.eventbrite.com/e/mini-hack-for-all-skill-levels-tickets-21125963325?aff=Meetup"">Please RSVP on Eventbrite to ensure a seat!</a></b></p> <p>


Over the course of a few hours you'll be split into teams and made to come up and an MVP or at least a concept of a great/funny business idea! </p> <p>


Still reading this? Here's the not so secret summary of how things will go down:</p> <p><b>Agenda</b></p> <p><b>5:30-:6:00:</b> mingling &amp; team assignment</p> <p><b>6:00-7:30: </b>hacking </p> <p><b>7:40-8:00:</b> presentations</p> <p><b>8:05: </b>winner announced!</p> <p>But you do need to be James Bond and show up or at least RSVP so we know to save you some food, beer, etc... ;)</p> <p><b><a href=""http://www.eventbrite.com/e/mini-hack-for-all-skill-levels-tickets-21125963325?aff=Meetup"">Please RSVP on Eventbrite to ensure a seat!</a></b></p> <p>



And remember to bring all the people, and leave early if your gonna take the bus, which does get you within Guadalupe and walking distance!</p>",Web Programming For Beginners,Hackathon for newbies! No Teams nor Experience Needed! Possibly Beer 4U too...;),1455060600000
,,,,"<p>Remember to check out our other upcoming events after you decide to RSVP for this event which WebProATX is cross promoting.</p> <p><br/><b>You’ve heard all about coding bootcamps, but what are they really? </b></p> <p>• What do you learn? </p> <p>• Can you really get a job right out of a coding bootcamp? </p> <p>• Will you even like coding? </p> <p>• Can’t you just teach yourself online for free?</p> <p>No doubt these are many of the questions that are running through your mind if you’re thinking about switching careers to become a software developer. </p> <p>During this info/Q&amp;A session we’ll answer any questions you have about making the leap and attending a coding school.</p> <p><b>This event is FREE! We'll provide light snacks and refreshments;</b> <b>please RSVP via Eventbrite so we have an accurate head count and can plan accordingly!</b></p> <p><a href=""http://www.eventbrite.com/e/learn-to-code-austin-coding-bootcamps-qa-at-google-fiber-tickets-20763909412?aff=ausLTC""><a href=""http://www.eventbrite.com/e/learn-to-code-austin-coding-bootcamps-qa-at-google-fiber-tickets-20763909412?aff=ausLTC"" class=""linkified"">http://www.eventbrite.com/e/learn-to-code-austin-coding-bootcamps-qa-at-google-fiber-tickets-20763909412?aff=ausLTC</a></a></p> <p>As a leader in this space <a href=""http://www.galvanize.com/courses/full-stack/"">Galvanize</a> is excited to help more people in Austin make the transition to careers as software developers. With campuses in Denver/Boulder, San Francisco and Seattle we’re excited to add Austin to the list of cities we call home.</p> <p>We’re excited to meet you and answer any and all questions you may have! </p> <p><b>Meet Your Speaker:</b></p> <p><a href=""https://twitter.com/grahammcbain"">Graham McBain</a> lives in Denver with his amazing wife Alissa. Graham is a graduate of the <a href=""http://www.galvanize.com/courses/full-stack/"">3rd cohort of the Galvanize Full Stack Program</a>. Graham believes that programming is more accessible than people think and is passionate about showing people the path to becoming a developer.</p> <p><b>About Our Sponsor:</b></p> <p>Galvanize is an education company that blends the lines between learning and working. We believe in creating easy access for anyone who has the drive and determination to jump into the tech world, especially in entrepreneurship, engineering, and data science. Our campuses are home to students, startups, investors, mentors, and other people who are engaged and excited to level up their skills. To learn more about Galvanize, visit <a href=""http://galvanize.com/"">galvanize.com</a>.</p> <p><br/><b>This event is FREE! We'll provide light dinner and refreshments; please RSVP via Eventbrite so we have an accurate head count and can plan accordingly!</b><br/><a href=""http://www.eventbrite.com/e/learn-to-code-austin-coding-bootcamps-qa-at-google-fiber-tickets-20763909412?aff=ausLTC""><a href=""http://www.eventbrite.com/e/learn-to-code-austin-coding-bootcamps-qa-at-google-fiber-tickets-20763909412?aff=ausLTC"" class=""linkified"">http://www.eventbrite.com/e/learn-to-code-austin-coding-bootcamps-qa-at-google-fiber-tickets-20763909412?aff=ausLTC</a></a></p>",Web Programming For Beginners,~>Galvanize Has Invited Us to Join Them at Google Fiber Coding Bootcamp Q&A :),1455148800000
,,,,"<p><b>RSVP via Eventbrite to reserve your spot:</b><br/><a href=""http://www.eventbrite.com/e/galvanize-data-science-immersive-info-session-tickets-21226998524?aff=ausDS""><a href=""http://www.eventbrite.com/e/galvanize-data-science-immersive-info-session-tickets-21226998524?aff=ausDS"" class=""linkified"">http://www.eventbrite.com/e/galvanize-data-science-immersive-info-session-tickets-21226998524?aff=ausDS</a></a></p> <p>There are plenty of articles and discussions on the web about what data science is, what qualities define a data scientist, and how you should position yourself to be a competitive applicant. </p> <p>There are far fewer resources out there that explain the concrete steps to take in order to obtain the skills necessary to break into this fast-growing industry. </p> <p>Join us for a discussion about how to start working towards a career in data science at Galvanize. You'll leave this event understanding both on-your-own and structured options for beginning your career in a data science role. You will also have a list of the best resources to use to plan your studies.</p> <p>SCHEDULE</p> <p>6:00 PM: Doors Open<br/>6:30 PM: Overview of Data Science Immersive program and curriculum at Galvanize<br/>7:00 PM: Q&amp;A and Networking</p> <p><br/>&lt;a href=""http://www.eventbrite.com/e/galvanize-data-science-immersive-info-session-tickets-21226998524?aff=ausDS""&gt;&lt;/a&gt;</p>",Web Programming For Beginners,~>Galvanize Invited Us to Give Feedback @ Data Science Immersive Info Session  :,1455235200000
,,,,"<p><b>Be sure to check out our other events this week.</b></p> <p>


<b>Ruby on Rails is the language that powers Rails, which has built some of the most popular sites of the last decade.<br/></b></p> <p><b><br/></b></p> <p><b>Come to The Iron Yard's free ""Building with Ruby"" crash course to learn the fun, powerful basics of programming in Ruby.<br/></b></p> <p><b>This 3 hour event will be part lecture and part assignment, so be sure to bring your laptop (Mac preferred, Windows welcome, Linux adopted! :) </b></p>",Web Programming For Beginners,->ANNOUNCING - Ruby on Rails Intro Class for the Confused & Clueless<--  :-D,1455753600000
,,,,"<p><b>Be sure to check out our other events to RSVP for this week and next month.</b></p> <p>Our sincerest apologies, Chris Nakutis, has had to leave Austin to handle a critical issue that cannot be avoided.</p> <p><br/>We are working to reschedule Chris for a later date. But we aren’t going to let you down!</p> <p><br/>Lined up an awesome DJ and plan on making this an amazing networking party. Plan on coming out and enjoying the best of 90’s hip-hop, free food, and free booze. See yall there!</p> <p><br/><b>You most likely know about Uber and how the sharing economy has changed the way we live forever.<br/></b></p> <p><b><br/></b></p> <p><b>• But what about them new city council regulations?</b></p> <p><b>• How will these new regulations effect using Uber during SXSW?</b></p> <p><b>• And what about Uber Pool rides with friends to save money? Did Uber do away with this money saving option this year? :-/</b></p> <p><b><br/></b></p> <p>Join us as we crash the party for free food, and to ask questions prior to SXSW, just in time for upcoming Hackathons we are planning for!</p> <p>But the <i>struggle continues</i> as new regulations, public safety, and incumbent industries grow frustrated as Creative Destruction occurs.  </p> <p>Will also discuss the SXSW survival guide and more! :)</p> <p>



<b>Agenda </b></p> <p>• 5:30: Networking, Drinks, Food, Fun</p> <p>• 7:30: More Drinks, Food &amp; Fun, this is your chance to chat about your ideas, what you learned and meet amazing people.</p>",Web Programming For Beginners,->DISCUSS YOUR UBER RELATED QUESTIONS JUST IN TIME FOR SXSW 2016 & FREE BEER,1455838200000
,,,,"<p><b>Be sure to check out our other events to RSVP for this week and next month.</b></p> <p>So back in 2014 one of our teams got second place at a Hackathon for helping ""Heroes Night Out"" with a complete website infrastructure remake in under 24 hours, helping them reach thousands of Veterans in Central Texas get the help they need that they could not find elsewhere. :)</p> <p><img src=""http://photos4.meetupstatic.com/photos/event/e/4/4/600_423363652.jpeghttp://photos3.meetupstatic.com/photos/event/5/b/3/8/600_423383352.jpeg"" /></p> <p><br/>Now I am glad to announce another hackathon where we will be having a HUGE POSITIVE impact on veterans in our local central Texas communities.</p> <p>Join us for a hackathon event to develop brain health innovations for Veterans experiencing mild TBI (mTBI) and post-traumatic stress disorder (PTSD). <a href=""http://www.eventbrite.com/e/brain-trust-pathway-to-innovation-hackathon-serving-veterans-tickets-20696872904?aff=galvAtxLTC""><b><br/></b></a></p> <p><a href=""http://www.eventbrite.com/e/brain-trust-pathway-to-innovation-hackathon-serving-veterans-tickets-20696872904?aff=galvAtxLTC""><b>Register here<br/></b></a></p> <p><a href=""http://www.eventbrite.com/e/brain-trust-pathway-to-innovation-hackathon-serving-veterans-tickets-20696872904?aff=galvAtxLTC""><b><br/></b></a></p> <p><b>What are we hacking? </b><br/>We are focused on developing innovations that improve access to care for Veterans faced with mTBI and PTSD, along with identifying innovations in diagnostics, rehabilitation, and community reintegration. </p> <p><br/>Free food and drinks will be provided.</p> <p><b>Whose Data? </b><br/>The Department of Veterans Affairs, U of Texas at Dallas Brain Institute as well as potentially the Pentagon will be releasing Open data sets the day of the hackathon! </p> <p><b>Who can participate? </b><br/>Everyone. Veterans, caregivers, clinicians, researchers, developers, technologists, designers, data scientists, and citizens. Really everyone. Experts and thought leaders in mTBI and PTSD will serve as team mentors, including several VA subject matter experts and Veterans. </p> <p><b>Agenda: </b><br/>February 19: Evening networking social <br/>February 20: Kickoff, speakers, participant pitches, teams form, develop ideas <br/>February 21: Last day sprint to complete prototypes, deliver presentations to judging panel, winners selected </p> <p><b>*Note,</b> expedite check in at Galvanize;<a href=""http://www.eventbrite.com/e/brain-trust-pathway-to-innovation-hackathon-serving-veterans-tickets-20696872904?aff=galvAtxLTC""> <b>register in advance </b></a></p> <p><i>This event is a collaboration between MyVA Partnerships, VA Center for Innovation, Booz Allen Hamilton, Capital Factory, and Galvanize .<br/></i></p>",Web Programming For Beginners,-> CODE TO HELP LOCAL VETERANS! VA Hackathon for Brain Health mTBI & PTSD. :),1455926400000
,,,,"<p>The SXSW Survival Guide will be finalized and shared after this event, recorded, and Google Hangout live to YouTube! There will be food and drinks provided! (Must be in person)</p> <p>You must RSVP at one of our events, and answer question with best email to receive guide and links to video!</p>",Web Programming For Beginners,"~>SXSW 2016 Survival Guide For The Geeks, Devs, Confused & Clueless - Mastermind",1456362000000
,,,,"<p><b>Have appointed Claire Elliot in my place to head this Meetup tomorrow night! Will be supporting remotely as I am out of town unexpectedly on business.<br/></b></p> <p><b>Remember to check out our other upcoming events after you decide to RSVP for this event which WebProATX is cross promoting.</b></p> <p><br/>The SXSW Survival Guide will be broken down and reviewd live on Google on air Hangout!</p> <p>We will be doing a SXSW mastermind to help prepare you with a plan of attack to survive and thrive thru the entire month of March SXSW 2016!</p> <p>And thanks to the wonderful ladies at Orange Coworking we will be sharing the night with a Tango class and Women Who Code as we discuss:</p> <p>1. Where to park during SXSW</p> <p>2. What apps you MUST have ready to go on your phone</p> <p>3. What to bring</p> <p>4. How to arrange drive by and drop offs to swap swag and stuff for replenished supplies thru out the harsh non-stop traffic of 21 days of SXSW!</p> <p>5. How to get around while picking up free swag, food, drinks, beer, clothes, water bottles, usb drives, gift cards, and get a free massage while your at it! (There are free massage chairs &lt;--- O_o)</p> <p><br/>6. How to get into events without a badge</p> <p>7. How to get invited and get into private events and parties</p> <p>8. What to track on Twitter to stay ahead of 99% of the 250,000+ estimated people attending</p> <p>9. <b>How to make money during SXSW $$$</b></p> <p><b>10. </b>And how to meet and network with people that will get you into upscale events, business partnerships, scholarships, coding classes, and get you hired and change your lifestyle!</p> <p><br/>There will be snacks and drinks provided! (Must be in person)</p> <p>You must RSVP at one of our events, and answer question with best email to receive the new 2016 SXSW Survival guide ($50-$5000 value) and links to video if you cannot make it! We need to know who all is coming. :)</p>",Web Programming For Beginners,~>SXSW 2016 Survival Guide Mastermind South Edition! Tango & Women Who Code :-D,1457053200000
,,,,"<p>Lets discuss upcoming:</p> <p><br/>• hackathons,</p> <p><br/>• classes,</p> <p><br/>• new resources for beginners this year,<br/>and upcoming SXSW 2016 plans this week!</p> <p>Sure to be good times and networking in 70 DEGREE weather...in March?! (According to Google for this weekend) 0_o<br/>(welcome to Austin)</p> <p>Open to all levels, even if your just curious about how to unlock front or back end code, or just to hang out while we talk about code with hackers who tear it up &amp; reconstruct it daily and plot 2016 awesome stuff. ;)</p> <p>We are expecting a packed attendance so please rsvp if your coming! Limited seating!</p> <p>Back by popular demand, we will also be covering how to HACK ANY LOCK IN AMERICA! shorta... *_*</p> <p>See you there. And we will have $10 lock picking kits for sale y'all, while supplies last! We sold out last time so come early! :-D</p> <p>(You are responsible for your own delicious burrito order when we decide to go out to eat out at our secret hangout. )</p> <p>Got approval last minute today for this (am sorry for delay in promoting this short notice, we are shorta still expecting over 20 people to this O_o)</p> <p>

Or just come to enjoy learning a awesome trade skill that one day may save your life or amaze your friends while making friends with programmers and developers with years of experience over beer specials. ;)</p>",Web Programming For Beginners,~>SXSW 2016 Survival Guide Mastermind LOCK PICKING  Edition!  Hobby Analysis :-D,1457226000000
,,,,"<p>TrackHack™: the Proximity ID Hackathon is the first-ever hackathon focused solely on the proximity ID technologies that power the Internet of Things.</p> <p><br/>Whether radio frequency identification (RFID), Bluetooth Low Energy (BLE) and beacons, or near field communication (NFC), these proximity ID technologies, merged with cloud-based applications enable complete interaction between the physical and digital worlds.</p> <p><br/>We are looking for developers, designers, idea folks, and pitch masters to conjure up the best proximity id applications possible. </p> <p>Build something using proximity ID technologies.</p> <p><b>Prizes </b></p> <p><br/>• 1st place - $5000</p> <p>• 2nd place - $3500</p> <p>• 3rd place - $1500</p> <p>

What are my transport/parking options getting to the event? Details coming soon.   Do you provide any travel reimbursement? </p> <p><br/>We're still working with sponsors to get the event fully funded so can't promise any reimbursement at this time. If things change as we approach the event (as they sometimes do), then we will be able to offer things like reimbursing travel. TBD.</p> <p>

What can/can't I bring to the event?</p> <p><br/>The space is limited. Hardware should be kept to a minimum to avoid clutter. Things like laptops, screens, handheld power tools, soldering stations, power strips, and HDMI cables are good things to bring.</p> <p>



------------------------------------------------------</p> <p><br/>&lt;a href=""https://docs.google.com/spreadsheets/d/1Ka-ElB89pGZetjp6jyyTt5t8LDS-MHYuTfSNHCQAIMk/edit?usp=sharing""&gt;&lt;/a&gt;</p> <p>About AccelerateNFC (www.acceleratenfc.com) </p> <p>— AccelerateNFC is a technology-specific, idea incubator/seed accelerator for high potential companies in the Proximity ID space.</p> <p><br/>Accelerate NFC focuses on near field communication (NFC) and other proximity ID technologies like Radio Frequency Identification (RFID) and Bluetooth Low Energy (BLE).</p> <p><br/>We bring industry expertise, mentors, resources and funding to those companies who are ready to take their ideas and products to the next level.</p> <p><br/>Up to five selected companies will participate in an intensive 12-week mentoring program designed to provide access to resources normally beyond the reach of start-up or early stage companies.</p> <p>---------------------------------------------------------</p> <p><br/>About Flomio (www.flomio.com)</p> <p>Flomio creates proximity ID solutions that help enterprise clients and developers cross the chasm to web 3.0, the Internet of Things (IoT).</p> <p><br/>Funded by TechStars, Flomio is fundamentally changing the way people engage with the spaces around them by making proximity ID simple to integrate, easy to deploy, and fun to use.</p> <p><br/>Soon, 50 billion devices will regularly connect to the internet. Flomio’s platform empowers enterprise customers and developers to create applications that communicate with these devices.</p> <p><br/>The future is ubiquitous connectivity. Flomio makes sure businesses get there first.</p>",Web Programming For Beginners,~> SXSW 2016 TrackHack Austin 2016 AccelerateNFC & Flomio Proximity ID Hackathon,1457737200000
,,,,"<p><b>Remember to check out our other upcoming events after you decide to RSVP for this event which WebProATX is cross promoting.</b></p> <p><br/>RSVP here (let us know if you want to bring a friend, spouse, partner) so we make sure to get attendance to Intel (host) for us and then to get email RSVP at</p> <p><a href=""https://software.seek.intel.com/SxSWDevTechconf13""><a href=""https://software.seek.intel.com/SxSWDevTechconf13"" class=""linkified"">https://software.seek.intel.com/SxSWDevTechconf13</a></a></p> <p><br/>The Intel® DevTech Mixer during SxSW is back! Experience brand new Intel® RealSense™ Technology and Internet of Things demos by innovative developers -- with great food and drinks and a little Rock ‘n Roll!</p> <p><b>You Could Win</b><br/>Show up and be entered for a chance to win a number of incredible prizes, including an <b>Amazon* Portable Bluetooth Speaker</b> or a <b>Crazyflie* 2.0 Micro Quadcopter Kit</b>!</p> <p><br/>Just fill up your passport by visiting at least 4 of the featured demos, or post an event photo using official event hashtags <b>#IntelSoftware #DevTechMixer</b> on Twitter or Instagram. <b>Must be present to win.</b></p> <p><b>RSVP here so we make sure to get attendance to Intel (host) for us and then to get email RSVP at</b></p> <p><a href=""https://software.seek.intel.com/SxSWDevTechconf13""><a href=""https://software.seek.intel.com/SxSWDevTechconf13"" class=""linkified"">https://software.seek.intel.com/SxSWDevTechconf13</a></a></p>",Web Programming For Beginners,"~>Come Join Our Private Intel DevTech Mixer SXSW 2016! Robots, Swag, Food, Beer!",1457913600000
